customer_id,R,F,M,r,f,m,segment
1980,295,1,90000.0,1,1,2,Спящие
1981,225,1,180000.0,1,1,3,Под угрозой ухода
1982,266,1,72000.0,1,1,2,Спящие
1983,20,1,16500.0,3,1,1,Новые
1984,137,3,69400.0,2,3,2,Лояльные
1985,14,4,286800.0,3,3,3,Чемпионы
1986,183,1,5500.0,2,1,1,Спящие
1987,54,1,45000.0,3,1,2,Новые
1988,103,1,24000.0,2,1,1,Спящие
1989,160,1,114000.0,2,1,2,Спящие
1990,31,1,180000.0,3,1,3,Новые
1991,183,1,45000.0,2,1,2,Спящие
1993,122,1,16500.0,2,1,1,Спящие
1994,85,1,45000.0,2,1,2,Спящие
1995,159,1,114000.0,2,1,2,Спящие
1996,138,2,35000.0,2,2,1,Лояльные
1997,131,1,38000.0,2,1,1,Спящие
1998,74,2,173500.0,3,2,3,Чемпионы
1999,64,2,76000.0,3,2,2,Чемпионы
2000,140,2,45200.0,2,2,2,Лояльные
